Date,us500_UH,gold_H,gold_UH,usbond10y_UH,nasdaq100_UH,usdkrw
2008-01-17,2447.0272800035377,6869.949977541252,27961.114120394588,6299.767830376408,7465.309914241779,945.55
2008-01-18,2415.627378734458,6801.593483533428,27611.61240364327,6276.012298444804,7454.010420064887,943.1
2008-01-21,2429.4587729081045,6812.797044712242,27816.77818249708,6309.10428356996,7496.690577278705,948.5
2008-01-22,2418.87953126744,6717.173852933689,27587.27330412992,6409.194271245028,7342.319750291781,954.05
2008-01-23,2473.866609923435,6918.061583106537,28377.014615335924,6373.9923249318845,7308.254703180984,952.85
2008-01-24,2485.7180620546883,6946.728617588276,28391.88026328155,6298.719187461895,7433.937645175414,949.4
2008-01-25,2442.7139796588704,7178.380579212986,29254.1291809208,6335.883114863346,7259.240808218241,946.65
2008-01-28,2491.501556255549,7140.857609419983,29200.97715383613,6333.838957323595,7348.549378304709,949.85
2008-01-29,2489.214550684897,7226.393463199967,29378.55088824313,6275.85602148245,7316.0943353787,944.3
2008-01-30,2471.685045057976,7197.004181968005,29268.83222356652,6274.9899342031495,7321.819259208723,944.6
2008-01-31,2514.7556571159994,7196.832824725578,29245.36086268105,6300.228408362415,7449.137525238911,943.85
2008-02-01,2556.702430289861,7268.727185910811,29555.190604978816,6322.566044413186,7509.538547681298,944.4
2008-02-04,2520.187199632034,7007.231834646554,28445.030846876463,6279.641745570629,7389.855467289704,942.8
2008-02-05,2454.7924498751613,6931.111120987562,28160.35431461018,6325.660522022133,7172.438279996126,943.6
2008-02-11,2452.1177641396325,7208.578792824428,29341.66504350164,6320.945438899102,7264.385990514922,945.25
2008-02-12,2475.768906129043,7167.515708172875,29185.791147814776,6310.57518986513,7216.213163680184,945.6
2008-02-13,2501.607198726034,7054.409461873145,28731.76673413829,6286.829395557938,7389.858527328784,945.8
2008-02-14,2478.2833088651514,7093.962712280284,28878.04379640612,6251.556040689059,7242.486794691728,945.3
2008-02-15,2477.077381973323,7085.226690896703,28835.311609270088,6262.349008102126,7211.367703259782,945.05
2008-02-18,2477.863714140501,7047.728887719007,28693.17774441385,6263.871869989351,7213.656905218385,945.35
2008-02-19,2480.888191746135,7137.117860571541,29011.45306645197,6212.688452838444,7139.22544484924,943.85
2008-02-20,2494.6703790755028,7201.972407247126,29351.531457539484,6222.333860808541,7249.580495014448,946.3
2008-02-21,2480.204250165384,7343.1382287796705,30003.218620899886,6296.715620911245,7181.96902044175,948.7
2008-02-22,2495.0823719202835,7364.377634073675,30085.718954780907,6279.264553470894,7209.860464681192,948.55
2008-02-25,2522.6803305450394,7377.4778920733315,30094.59698929269,6231.325112155226,7247.631403623482,947.1
2008-02-26,2542.003368568329,7272.187777106419,29670.268107709115,6246.574437898361,7272.530050429692,947.25
2008-02-27,2522.8095171929667,7464.719819803428,30256.91718709015,6222.123660032211,7259.736523640985,941.05
