Date,달러,나스닥100,다우
2001-01-02,10329.682532548828,11660.355384986384,5042.929785801217
2001-01-03,10209.179961703832,13767.882201744793,5154.618470094819
2001-01-04,10094.197113717204,13319.834162360456,5109.999922138225
2001-01-05,10082.133583047333,12271.44986802026,4989.784946786596
2001-01-06,10082.133583047333,12271.44986802026,4989.784946786596
2001-01-07,10082.133583047333,12271.44986802026,4989.784946786596
2001-01-08,10095.631092858295,12353.349731120295,4974.4987009006345
2001-01-09,9920.539746733028,12406.052569301475,4908.725050437841
2001-01-10,10191.700506322431,13131.77577995346,4990.758159202162
2001-01-11,10334.219634036795,13828.91835863818,5028.175327256282
2001-01-12,10388.318651277625,13764.438401596217,5001.362807311615
2001-01-13,10388.318651277625,13764.438401596217,5001.362807311615
2001-01-14,10388.318651277625,13764.438401596217,5001.362807311615
2001-01-15,10462.018042638894,13812.772363989645,5019.521960394739
2001-01-16,10410.699298947626,13584.154825917642,5067.779429003484
2001-01-17,10333.53310330874,14015.069754197286,5016.637501319337
2001-01-18,10447.471105966606,14707.571633897944,5089.082869928784
2001-01-19,10261.21981659751,14495.712243110103,5000.905820036554
2001-01-20,10261.21981659751,14495.712243110103,5000.905820036554
2001-01-21,10261.21981659751,14495.712243110103,5000.905820036554
2001-01-22,10271.62175480802,14433.516945630812,4999.438922284217
2001-01-23,10271.62175480802,14433.516945630812,4999.438922284217
2001-01-24,10271.62175480802,14433.516945630812,4999.438922284217
2001-01-25,10271.62175480802,14433.516945630812,4999.438922284217
2001-01-26,10381.996801361516,14448.240383631182,5065.760708894182
2001-01-27,10381.996801361516,14448.240383631182,5065.760708894182
2001-01-28,10381.996801361516,14448.240383631182,5065.760708894182
2001-01-29,10124.991867539133,14609.107991244402,5023.288076689651
2001-01-30,10117.711135103613,14557.862272541,5105.490543610641
2001-01-31,9998.413530593562,13969.727684744614,5078.28468639921
2001-02-01,9991.17351561343,14040.42676689865,5121.352163808658
2001-02-02,9880.564903281109,13239.3444993946,5037.60113105739
2001-02-03,9880.564903281109,13239.3444993946,5037.60113105739
2001-02-04,9880.564903281109,13239.3444993946,5037.60113105739
2001-02-05,10078.961032132363,13345.396091472554,5136.257525091138
2001-02-06,10015.78897039497,13335.123652028107,5116.245767774521
2001-02-07,10104.08282481046,13049.117593651315,5133.799131992003
2001-02-08,10144.789043725372,12781.984552330783,5113.066936178541
2001-02-09,10105.447364074536,12248.244163560068,5056.695296415898
2001-02-10,10105.447364074536,12248.244163560068,5056.695296415898
2001-02-11,10105.447364074536,12248.244163560068,5056.695296415898
2001-02-12,10115.766757395864,12389.453957056492,5137.279516636517
2001-02-13,9946.839557194871,11864.575477776483,5074.185590216001
2001-02-14,9915.809033984548,12368.197584131904,5016.151832593416
2001-02-15,9758.054516861688,12616.408945361864,5020.340258519857
2001-02-16,9782.331193369992,11787.087806591891,4984.515015574622
2001-02-17,9782.331193369992,11787.087806591891,4984.515015574622
2001-02-18,9782.331193369992,11787.087806591891,4984.515015574622
2001-02-19,9830.2495509103,11815.536127927187,4997.139593750608
2001-02-20,9625.826119037396,11071.846970472634,4913.63448123045
2001-02-21,9720.195684070595,10931.525466119703,4843.7366681117965
2001-02-22,9751.486241363504,10809.805968932247,4851.657959772939
2001-02-23,9875.554655694854,11004.7158307913,4843.160105073882
2001-02-24,9875.554655694854,11004.7158307913,4843.160105073882
2001-02-25,9875.554655694854,11004.7158307913,4843.160105073882
2001-02-26,9847.000321333244,11210.632583355891,4929.486990933076
2001-02-27,9887.977708443155,10520.6570855347,4937.140813553929
2001-02-28,9959.114566078708,10256.083674798434,4888.962017528152
2001-03-01,9959.114566078708,10256.083674798434,4888.962017528152
2001-03-02,10167.117203125938,10216.309522901463,4926.595776952176
2001-03-03,10167.117203125938,10216.309522901463,4926.595776952176
2001-03-04,10167.117203125938,10216.309522901463,4926.595776952176
2001-03-05,10280.187262281934,10465.722067712231,4999.840015847153
2001-03-06,10107.433314795127,10700.265010569286,4971.424030744052
2001-03-07,10212.17002444018,10863.729444842473,5062.4900654637295
2001-03-08,10208.878134175922,10545.574451745972,5122.382688643055
2001-03-09,10200.76152175962,9860.46181591078,5019.63043025139
2001-03-10,10200.76152175962,9860.46181591078,5019.63043025139
2001-03-11,10200.76152175962,9860.46181591078,5019.63043025139
2001-03-12,10363.068859578634,9212.879480857322,4852.563244292292
2001-03-13,10298.989257925476,9780.038331574293,4876.697595716514
2001-03-14,10501.665865857003,9629.975212842264,4772.843639522996
2001-03-15,10461.632816436328,9351.26810970345,4791.381819855002
2001-03-16,10600.783000342995,9133.655792076115,4723.321216296337
2001-03-17,10600.783000342995,9133.655792076115,4723.321216296337
2001-03-18,10600.783000342995,9133.655792076115,4723.321216296337
2001-03-19,10634.321901487738,9608.356721323778,4796.541124862145
2001-03-20,10644.111024347429,8968.129561721606,4683.923850233573
2001-03-21,10750.815557962773,8960.11840216393,4594.222902064886
2001-03-22,11081.742876291446,9646.724398598351,4616.999448834911
2001-03-23,10856.290907494023,9565.755477520366,4626.169140587002
2001-03-24,10856.290907494023,9565.755477520366,4626.169140587002
2001-03-25,10856.290907494023,9565.755477520366,4626.169140587002
2001-03-26,10884.435157451686,9419.851336210568,4721.618981013404
2001-03-27,10891.02584307017,9752.365895579233,4849.827588630354
2001-03-28,10725.65540059554,8934.074777236241,4734.55547152295
2001-03-29,11072.676343454128,8856.853920866793,4817.906362337028
2001-03-30,11224.229861753054,8974.824024571557,4890.360357816117
2001-03-31,11224.229861753054,8974.824024571557,4890.360357816117
