일자,개인,외국인,기관계,금융투자,보험,투신,은행,기타금융,연기금등,"국가,지자체",기타법인,사모펀드
1998-03-31,-30.0,16.0,-66.0,-69.0,16.0,0.0,-13.0,0.0,0.0,79.0,0.0,0.0
1998-04-01,62.0,-11.0,1.0,-159.0,16.0,149.0,-5.0,0.0,0.0,-53.0,0.0,0.0
1998-04-02,163.0,-124.0,-11.0,-63.0,16.0,88.0,-51.0,0.0,0.0,-30.0,0.0,0.0
1998-04-03,338.0,-380.0,-7.0,-11.0,25.0,29.0,-49.0,0.0,0.0,46.0,0.0,0.0
1998-04-04,525.0,-600.0,6.0,-79.0,102.0,46.0,-60.0,0.0,0.0,74.0,0.0,0.0
1998-04-06,915.0,-567.0,-351.0,-421.0,191.0,-62.0,-57.0,0.0,0.0,8.0,0.0,0.0
1998-04-07,927.0,-558.0,-503.0,-498.0,195.0,-113.0,-85.0,0.0,0.0,138.0,0.0,0.0
1998-04-08,674.0,-134.0,-600.0,-560.0,206.0,-106.0,-138.0,0.0,0.0,65.0,0.0,0.0
1998-04-09,455.0,349.0,-865.0,-634.0,178.0,-165.0,-240.0,0.0,0.0,66.0,0.0,0.0
1998-04-10,451.0,406.0,-920.0,-642.0,180.0,-170.0,-283.0,0.0,0.0,67.0,0.0,0.0
1998-04-11,147.0,417.0,-719.0,-449.0,190.0,-42.0,-413.0,0.0,0.0,129.0,0.0,0.0
1998-04-13,-151.0,701.0,-785.0,-219.0,190.0,-112.0,-639.0,0.0,0.0,209.0,0.0,0.0
1998-04-14,-19.0,912.0,-1222.0,-572.0,211.0,-217.0,-639.0,0.0,0.0,302.0,0.0,0.0
1998-04-15,253.0,845.0,-1453.0,-646.0,183.0,-319.0,-665.0,0.0,0.0,329.0,0.0,0.0
1998-04-16,505.0,833.0,-1563.0,-835.0,227.0,-308.0,-643.0,0.0,0.0,200.0,0.0,0.0
1998-04-17,703.0,693.0,-1564.0,-836.0,239.0,-317.0,-646.0,0.0,0.0,145.0,0.0,0.0
1998-04-18,703.0,704.0,-1598.0,-838.0,280.0,-393.0,-644.0,0.0,0.0,168.0,0.0,0.0
1998-04-20,675.0,844.0,-1706.0,-886.0,299.0,-468.0,-648.0,0.0,0.0,166.0,0.0,0.0
1998-04-21,796.0,764.0,-1765.0,-866.0,337.0,-545.0,-687.0,0.0,0.0,185.0,0.0,0.0
1998-04-22,674.0,891.0,-1761.0,-834.0,338.0,-534.0,-728.0,0.0,0.0,176.0,0.0,0.0
1998-04-23,519.0,1137.0,-1836.0,-892.0,362.0,-550.0,-753.0,0.0,0.0,161.0,0.0,0.0
1998-04-24,616.0,1066.0,-1841.0,-956.0,373.0,-447.0,-808.0,0.0,0.0,140.0,0.0,0.0
1998-04-25,662.0,1083.0,-1924.0,-1033.0,378.0,-399.0,-866.0,0.0,0.0,160.0,0.0,0.0
1998-04-27,555.0,1106.0,-1879.0,-1060.0,380.0,-265.0,-931.0,0.0,0.0,197.0,0.0,0.0
1998-04-28,574.0,1163.0,-2086.0,-1226.0,372.0,-270.0,-958.0,0.0,0.0,327.0,0.0,0.0
1998-04-29,716.0,1163.0,-2129.0,-1089.0,371.0,-386.0,-1020.0,0.0,0.0,228.0,0.0,0.0
1998-04-30,797.0,1168.0,-2249.0,-1060.0,376.0,-504.0,-1057.0,0.0,0.0,261.0,0.0,0.0
1998-05-02,794.0,1168.0,-2217.0,-1027.0,370.0,-487.0,-1069.0,0.0,0.0,232.0,0.0,0.0
1998-05-04,778.0,1236.0,-2264.0,-1047.0,377.0,-475.0,-1115.0,0.0,0.0,228.0,0.0,0.0
1998-05-06,904.0,1116.0,-2281.0,-1041.0,383.0,-468.0,-1153.0,0.0,0.0,239.0,0.0,0.0
1998-05-07,1297.0,741.0,-2201.0,-1085.0,406.0,-472.0,-1047.0,0.0,0.0,141.0,0.0,0.0
1998-05-08,1420.0,567.0,-2148.0,-1014.0,447.0,-534.0,-1044.0,0.0,0.0,140.0,0.0,0.0
1998-05-09,1389.0,596.0,-2116.0,-993.0,442.0,-499.0,-1063.0,0.0,0.0,111.0,0.0,0.0
1998-05-11,1278.0,652.0,-1936.0,-902.0,441.0,-497.0,-976.0,0.0,0.0,-13.0,0.0,0.0
1998-05-12,1156.0,763.0,-1974.0,-965.0,474.0,-461.0,-1020.0,0.0,0.0,36.0,0.0,0.0
1998-05-13,1177.0,830.0,-2091.0,-1022.0,497.0,-499.0,-1065.0,0.0,0.0,64.0,0.0,0.0
1998-05-14,1288.0,920.0,-2336.0,-1176.0,493.0,-534.0,-1115.0,0.0,0.0,107.0,0.0,0.0
1998-05-15,1209.0,1086.0,-2425.0,-1197.0,509.0,-616.0,-1116.0,0.0,0.0,112.0,0.0,0.0
1998-05-16,1230.0,1022.0,-2403.0,-1174.0,503.0,-621.0,-1106.0,0.0,0.0,112.0,0.0,0.0
1998-05-18,1573.0,702.0,-2445.0,-1168.0,503.0,-677.0,-1099.0,0.0,0.0,130.0,0.0,0.0
1998-05-19,1939.0,451.0,-2542.0,-1217.0,530.0,-751.0,-1099.0,0.0,0.0,136.0,0.0,0.0
1998-05-20,2349.0,200.0,-2681.0,-1266.0,527.0,-818.0,-1118.0,0.0,0.0,140.0,0.0,0.0
1998-05-21,2657.0,-28.0,-2742.0,-1368.0,534.0,-807.0,-1096.0,0.0,0.0,153.0,0.0,0.0
1998-05-22,2821.0,-189.0,-2758.0,-1381.0,543.0,-792.0,-1123.0,0.0,0.0,139.0,0.0,0.0
1998-05-23,3081.0,-249.0,-2903.0,-1497.0,540.0,-817.0,-1123.0,0.0,0.0,84.0,0.0,0.0
1998-05-25,2587.0,883.0,-3553.0,-1791.0,428.0,-1031.0,-1151.0,0.0,0.0,89.0,0.0,0.0
1998-05-26,2483.0,830.0,-3471.0,-1889.0,439.0,-895.0,-1119.0,0.0,0.0,112.0,0.0,0.0
1998-05-27,3031.0,463.0,-3661.0,-2079.0,449.0,-864.0,-1161.0,0.0,0.0,121.0,0.0,0.0
1998-05-28,3170.0,442.0,-3767.0,-2139.0,453.0,-863.0,-1213.0,0.0,0.0,116.0,0.0,0.0
1998-05-29,3253.0,338.0,-3809.0,-2167.0,455.0,-855.0,-1237.0,0.0,0.0,119.0,0.0,0.0
1998-05-30,3283.0,339.0,-3881.0,-2211.0,457.0,-891.0,-1232.0,0.0,0.0,129.0,0.0,0.0
1998-06-01,3432.0,273.0,-4012.0,-2349.0,444.0,-864.0,-1238.0,0.0,0.0,138.0,0.0,0.0
1998-06-02,3570.0,75.0,-4008.0,-2356.0,445.0,-853.0,-1239.0,0.0,0.0,141.0,0.0,0.0
1998-06-03,3660.0,-121.0,-3984.0,-2338.0,451.0,-848.0,-1245.0,0.0,0.0,132.0,0.0,0.0
1998-06-05,3444.0,-208.0,-3799.0,-2264.0,451.0,-728.0,-1254.0,0.0,0.0,194.0,0.0,0.0
1998-06-08,3537.0,-392.0,-3796.0,-2264.0,448.0,-743.0,-1231.0,0.0,0.0,191.0,0.0,0.0
1998-06-09,4005.0,-609.0,-4091.0,-2520.0,464.0,-787.0,-1241.0,0.0,0.0,206.0,0.0,0.0
1998-06-10,4765.0,-883.0,-4629.0,-2806.0,468.0,-1041.0,-1242.0,0.0,0.0,208.0,0.0,0.0
1998-06-11,5024.0,-1156.0,-4758.0,-2737.0,461.0,-1266.0,-1209.0,0.0,0.0,226.0,0.0,0.0
1998-06-12,5543.0,-1384.0,-5117.0,-2793.0,472.0,-1544.0,-1245.0,0.0,0.0,190.0,0.0,0.0
1998-06-13,5501.0,-1400.0,-5117.0,-2796.0,474.0,-1512.0,-1277.0,0.0,0.0,216.0,0.0,0.0
1998-06-15,5529.0,-1529.0,-5126.0,-2787.0,483.0,-1490.0,-1327.0,0.0,0.0,197.0,0.0,0.0
1998-06-16,5668.0,-1833.0,-5097.0,-2797.0,485.0,-1442.0,-1339.0,0.0,0.0,202.0,0.0,0.0
1998-06-17,5953.0,-2076.0,-5187.0,-2801.0,491.0,-1483.0,-1389.0,0.0,0.0,182.0,0.0,0.0
1998-06-18,6067.0,-2078.0,-5318.0,-2875.0,483.0,-1469.0,-1451.0,0.0,0.0,177.0,0.0,0.0
1998-06-19,5830.0,-2195.0,-5094.0,-2855.0,493.0,-1251.0,-1476.0,0.0,0.0,228.0,0.0,0.0
1998-06-20,5854.0,-2244.0,-5093.0,-2882.0,493.0,-1152.0,-1546.0,0.0,0.0,207.0,0.0,0.0
1998-06-22,5865.0,-2408.0,-5034.0,-2878.0,495.0,-1086.0,-1559.0,0.0,0.0,211.0,0.0,0.0
1998-06-23,6046.0,-2597.0,-5099.0,-2863.0,447.0,-1104.0,-1573.0,0.0,0.0,191.0,0.0,0.0
1998-06-24,6412.0,-2832.0,-5198.0,-2865.0,368.0,-1103.0,-1592.0,0.0,0.0,124.0,0.0,0.0
1998-06-25,6525.0,-3012.0,-5174.0,-2817.0,312.0,-1117.0,-1545.0,0.0,0.0,149.0,0.0,0.0
1998-06-26,6528.0,-3121.0,-5081.0,-2693.0,274.0,-1104.0,-1550.0,0.0,0.0,161.0,0.0,0.0
1998-06-27,6464.0,-3071.0,-5318.0,-2849.0,273.0,-1176.0,-1556.0,0.0,0.0,373.0,0.0,0.0
1998-06-29,6542.0,-3035.0,-5220.0,-2694.0,274.0,-1227.0,-1562.0,0.0,0.0,102.0,0.0,0.0
1998-06-30,6510.0,-3041.0,-5266.0,-2701.0,267.0,-1242.0,-1578.0,0.0,0.0,123.0,0.0,0.0
1998-07-01,6478.0,-3075.0,-5305.0,-2728.0,260.0,-1170.0,-1654.0,0.0,0.0,156.0,0.0,0.0
1998-07-02,5730.0,-2737.0,-5011.0,-2540.0,268.0,-1061.0,-1666.0,0.0,0.0,213.0,0.0,0.0
1998-07-03,5746.0,-2791.0,-5021.0,-2566.0,275.0,-1009.0,-1710.0,0.0,0.0,211.0,0.0,0.0
1998-07-04,5688.0,-2759.0,-5066.0,-2576.0,259.0,-994.0,-1745.0,0.0,0.0,223.0,0.0,0.0
1998-07-06,5832.0,-2762.0,-5247.0,-2631.0,233.0,-1063.0,-1774.0,0.0,0.0,264.0,0.0,0.0
1998-07-07,5887.0,-2791.0,-5293.0,-2615.0,247.0,-1107.0,-1807.0,0.0,0.0,261.0,0.0,0.0
1998-07-08,5914.0,-2783.0,-5349.0,-2603.0,272.0,-1176.0,-1831.0,0.0,0.0,281.0,0.0,0.0
1998-07-09,6140.0,-2645.0,-5691.0,-2824.0,281.0,-1273.0,-1863.0,0.0,0.0,242.0,0.0,0.0
1998-07-10,6361.0,-2791.0,-6110.0,-3127.0,281.0,-1309.0,-1943.0,0.0,0.0,84.0,0.0,0.0
1998-07-11,6491.0,-2753.0,-6269.0,-3263.0,284.0,-1333.0,-1945.0,0.0,0.0,85.0,0.0,0.0
1998-07-13,6671.0,-2594.0,-6550.0,-3415.0,281.0,-1419.0,-1983.0,0.0,0.0,-35.0,0.0,0.0
1998-07-14,6930.0,-2661.0,-6770.0,-3463.0,266.0,-1498.0,-2060.0,0.0,0.0,-37.0,0.0,0.0
1998-07-15,6972.0,-2514.0,-6990.0,-3539.0,263.0,-1579.0,-2119.0,0.0,0.0,-3.0,0.0,0.0
1998-07-18,6287.0,-2148.0,-6804.0,-3582.0,271.0,-1356.0,-2122.0,0.0,0.0,-3.0,0.0,0.0
1998-07-20,5586.0,-1728.0,-6473.0,-3301.0,236.0,-1191.0,-2201.0,0.0,0.0,27.0,0.0,0.0
1998-07-21,6190.0,-1626.0,-7043.0,-3650.0,219.0,-1427.0,-2168.0,0.0,0.0,-37.0,0.0,0.0
1998-07-22,6774.0,-1884.0,-7317.0,-3851.0,199.0,-1394.0,-2253.0,0.0,0.0,-58.0,0.0,0.0
1998-07-23,7156.0,-2039.0,-7480.0,-3988.0,217.0,-1418.0,-2271.0,0.0,0.0,-67.0,0.0,0.0
1998-07-24,7820.0,-2404.0,-7805.0,-3975.0,202.0,-1747.0,-2266.0,0.0,0.0,-89.0,0.0,0.0
1998-07-25,8403.0,-2690.0,-8139.0,-4002.0,197.0,-2042.0,-2271.0,0.0,0.0,-90.0,0.0,0.0
1998-07-27,8925.0,-2760.0,-8668.0,-4322.0,164.0,-2151.0,-2337.0,0.0,0.0,-13.0,0.0,0.0
1998-07-28,9165.0,-2970.0,-8718.0,-4347.0,175.0,-2146.0,-2379.0,0.0,0.0,-13.0,0.0,0.0
1998-07-29,9076.0,-3244.0,-8993.0,-4214.0,145.0,-2422.0,-2481.0,0.0,0.0,559.0,0.0,0.0
1998-07-30,9298.0,-3212.0,-9166.0,-4271.0,132.0,-2412.0,-2594.0,0.0,0.0,569.0,0.0,0.0
1998-07-31,9885.0,-3112.0,-9551.0,-4476.0,119.0,-2425.0,-2746.0,0.0,0.0,505.0,0.0,0.0
1998-08-01,10131.0,-3105.0,-9790.0,-4652.0,120.0,-2434.0,-2800.0,0.0,0.0,495.0,0.0,0.0
1998-08-03,10318.0,-3067.0,-10000.0,-4774.0,91.0,-2447.0,-2844.0,0.0,0.0,470.0,0.0,0.0
1998-08-04,10512.0,-3100.0,-10164.0,-4778.0,63.0,-2506.0,-2917.0,0.0,0.0,520.0,0.0,0.0
1998-08-05,10877.0,-3246.0,-10381.0,-4892.0,49.0,-2572.0,-2938.0,0.0,0.0,499.0,0.0,0.0
1998-08-06,11039.0,-3327.0,-10526.0,-4901.0,36.0,-2693.0,-2939.0,0.0,0.0,592.0,0.0,0.0
1998-08-07,11133.0,-3371.0,-10821.0,-4995.0,21.0,-2796.0,-3022.0,0.0,0.0,785.0,0.0,0.0
1998-08-08,11091.0,-3310.0,-10851.0,-4991.0,23.0,-2789.0,-3066.0,0.0,0.0,788.0,0.0,0.0
1998-08-10,11184.0,-3299.0,-10955.0,-5004.0,22.0,-2822.0,-3121.0,0.0,0.0,781.0,0.0,0.0
1998-08-11,11388.0,-3360.0,-11083.0,-4993.0,16.0,-2922.0,-3153.0,0.0,0.0,759.0,0.0,0.0
1998-08-12,11494.0,-3654.0,-11137.0,-4972.0,9.0,-2988.0,-3155.0,0.0,0.0,841.0,0.0,0.0
1998-08-13,11593.0,-3887.0,-11183.0,-4901.0,10.0,-3059.0,-3203.0,0.0,0.0,984.0,0.0,0.0
1998-08-14,11821.0,-4083.0,-11230.0,-4892.0,-21.0,-3038.0,-3249.0,0.0,0.0,984.0,0.0,0.0
1998-08-17,12033.0,-4124.0,-11302.0,-4937.0,-2.0,-3070.0,-3262.0,0.0,0.0,974.0,0.0,0.0
1998-08-18,12018.0,-4242.0,-11250.0,-4923.0,2.0,-3013.0,-3286.0,0.0,0.0,1055.0,0.0,0.0
1998-08-19,12332.0,-4397.0,-11416.0,-4963.0,-2.0,-2992.0,-3429.0,0.0,0.0,1063.0,0.0,0.0
1998-08-20,12622.0,-4259.0,-11880.0,-5010.0,-12.0,-3157.0,-3670.0,0.0,0.0,1076.0,0.0,0.0
1998-08-21,12417.0,-3973.0,-11950.0,-5015.0,-20.0,-3118.0,-3765.0,0.0,0.0,1081.0,0.0,0.0
1998-08-22,12595.0,-4074.0,-11992.0,-5109.0,-34.0,-3073.0,-3744.0,0.0,0.0,1070.0,0.0,0.0
1998-08-24,12811.0,-4157.0,-12139.0,-5235.0,-34.0,-3091.0,-3746.0,0.0,0.0,1044.0,0.0,0.0
1998-08-25,12754.0,-4014.0,-12206.0,-5240.0,-31.0,-3130.0,-3773.0,0.0,0.0,1044.0,0.0,0.0
1998-08-26,12379.0,-3665.0,-12221.0,-5131.0,-18.0,-3176.0,-3865.0,0.0,0.0,1094.0,0.0,0.0
1998-08-27,12483.0,-3745.0,-12274.0,-5144.0,-19.0,-3158.0,-3921.0,0.0,0.0,1114.0,0.0,0.0
1998-08-28,12726.0,-3757.0,-12489.0,-5262.0,-41.0,-3211.0,-3942.0,0.0,0.0,1094.0,0.0,0.0
1998-08-29,12746.0,-3812.0,-12489.0,-5258.0,-22.0,-3225.0,-3950.0,0.0,0.0,1094.0,0.0,0.0
1998-08-31,12791.0,-3780.0,-12609.0,-5287.0,-28.0,-3258.0,-4000.0,0.0,0.0,1067.0,0.0,0.0
1998-09-01,12794.0,-3616.0,-12788.0,-5321.0,-28.0,-3344.0,-4060.0,0.0,0.0,1036.0,0.0,0.0
1998-09-02,12582.0,-3419.0,-12821.0,-5148.0,-37.0,-3482.0,-4118.0,0.0,0.0,1050.0,0.0,0.0
1998-09-03,12563.0,-3311.0,-12883.0,-5175.0,34.0,-3533.0,-4173.0,0.0,0.0,1025.0,0.0,0.0
1998-09-04,12315.0,-3062.0,-12900.0,-5119.0,34.0,-3550.0,-4228.0,0.0,0.0,1016.0,0.0,0.0
1998-09-05,12257.0,-3056.0,-12903.0,-5113.0,28.0,-3524.0,-4258.0,0.0,0.0,1007.0,0.0,0.0
1998-09-07,12051.0,-2976.0,-12903.0,-4949.0,7.0,-3574.0,-4350.0,0.0,0.0,1033.0,0.0,0.0
1998-09-08,11678.0,-2794.0,-12769.0,-4857.0,153.0,-3577.0,-4451.0,0.0,0.0,1050.0,0.0,0.0
1998-09-09,11404.0,-2713.0,-12603.0,-4741.0,164.0,-3419.0,-4570.0,0.0,0.0,1052.0,0.0,0.0
1998-09-10,10799.0,-2943.0,-11851.0,-3520.0,131.0,-3637.0,-4787.0,0.0,0.0,1134.0,0.0,0.0
1998-09-11,11283.0,-3119.0,-12148.0,-3618.0,133.0,-3806.0,-4819.0,0.0,0.0,1114.0,0.0,0.0
1998-09-14,11612.0,-3308.0,-12335.0,-3575.0,129.0,-3962.0,-4889.0,0.0,0.0,1112.0,0.0,0.0
1998-09-15,12018.0,-3572.0,-12582.0,-3628.0,131.0,-4082.0,-4966.0,0.0,0.0,1125.0,0.0,0.0
1998-09-16,12188.0,-3636.0,-12688.0,-3641.0,136.0,-4111.0,-5035.0,0.0,0.0,1125.0,0.0,0.0
1998-09-17,12342.0,-3512.0,-13055.0,-3718.0,139.0,-4276.0,-5161.0,0.0,0.0,1073.0,0.0,0.0
1998-09-18,12816.0,-3533.0,-13480.0,-3796.0,132.0,-4560.0,-5215.0,0.0,0.0,1050.0,0.0,0.0
1998-09-19,13102.0,-3742.0,-13616.0,-3811.0,129.0,-4643.0,-5249.0,0.0,0.0,1045.0,0.0,0.0
1998-09-21,13432.0,-3833.0,-13768.0,-3790.0,133.0,-4744.0,-5324.0,0.0,0.0,984.0,0.0,0.0
1998-09-22,13545.0,-3972.0,-13770.0,-3839.0,208.0,-4739.0,-5358.0,0.0,0.0,984.0,0.0,0.0
1998-09-23,13783.0,-4157.0,-13843.0,-3903.0,241.0,-4703.0,-5438.0,0.0,0.0,975.0,0.0,0.0
1998-09-24,13528.0,-3528.0,-14057.0,-3894.0,234.0,-4748.0,-5608.0,0.0,0.0,848.0,0.0,0.0
1998-09-25,13435.0,-3126.0,-14305.0,-3899.0,167.0,-4837.0,-5693.0,0.0,0.0,835.0,0.0,0.0
1998-09-26,13316.0,-3052.0,-14294.0,-3900.0,166.0,-4776.0,-5739.0,0.0,0.0,817.0,0.0,0.0
1998-09-28,13120.0,-2813.0,-14392.0,-3892.0,156.0,-4776.0,-5834.0,0.0,0.0,840.0,0.0,0.0
1998-09-29,13132.0,-2715.0,-14513.0,-3894.0,133.0,-4807.0,-5896.0,0.0,0.0,847.0,0.0,0.0
1998-09-30,13059.0,-2626.0,-14526.0,-3925.0,119.0,-4738.0,-5932.0,0.0,0.0,859.0,0.0,0.0
1998-10-01,13220.0,-2563.0,-14752.0,-4040.0,83.0,-4763.0,-5980.0,0.0,0.0,811.0,0.0,0.0
1998-10-02,13383.0,-2635.0,-14885.0,-4124.0,53.0,-4749.0,-6012.0,0.0,0.0,774.0,0.0,0.0
1998-10-07,13271.0,-2558.0,-14937.0,-4131.0,48.0,-4727.0,-6073.0,0.0,0.0,731.0,0.0,0.0
1998-10-09,12278.0,-1917.0,-14678.0,-4108.0,3.0,-4411.0,-6107.0,0.0,0.0,725.0,0.0,0.0
1998-10-10,11009.0,-1256.0,-14450.0,-4059.0,-30.0,-4039.0,-6267.0,0.0,0.0,906.0,0.0,0.0
1998-10-12,9907.0,-495.0,-14291.0,-3826.0,-70.0,-3841.0,-6498.0,0.0,0.0,934.0,0.0,0.0
1998-10-13,9656.0,-317.0,-14189.0,-3884.0,-34.0,-3553.0,-6662.0,0.0,0.0,932.0,0.0,0.0
1998-10-14,9853.0,-356.0,-14385.0,-3957.0,-26.0,-3612.0,-6734.0,0.0,0.0,950.0,0.0,0.0
1998-10-15,9296.0,198.0,-14356.0,-3659.0,21.0,-3383.0,-7279.0,0.0,0.0,950.0,0.0,0.0
1998-10-16,7587.0,1593.0,-14020.0,-3210.0,66.0,-2974.0,-7847.0,0.0,0.0,847.0,0.0,0.0
1998-10-17,7348.0,1627.0,-13857.0,-3175.0,27.0,-2751.0,-7902.0,0.0,0.0,878.0,0.0,0.0
1998-10-19,7247.0,1672.0,-13826.0,-3081.0,14.0,-2702.0,-8001.0,0.0,0.0,908.0,0.0,0.0
1998-10-20,7384.0,1640.0,-13861.0,-2678.0,4.0,-2968.0,-8163.0,0.0,0.0,954.0,0.0,0.0
1998-10-21,7500.0,2297.0,-14560.0,-2680.0,-85.0,-3362.0,-8375.0,0.0,0.0,981.0,0.0,0.0
1998-10-22,7800.0,2385.0,-14860.0,-2751.0,-192.0,-3410.0,-8448.0,0.0,0.0,948.0,0.0,0.0
1998-10-23,8089.0,2438.0,-15133.0,-3152.0,-149.0,-3299.0,-8475.0,0.0,0.0,889.0,0.0,0.0
1998-10-24,8144.0,2411.0,-15153.0,-3169.0,-114.0,-3344.0,-8468.0,0.0,0.0,873.0,0.0,0.0
1998-10-26,8327.0,2576.0,-15457.0,-3453.0,-116.0,-3307.0,-8522.0,0.0,0.0,825.0,0.0,0.0
1998-10-27,9114.0,2434.0,-16106.0,-3886.0,-111.0,-3461.0,-8589.0,0.0,0.0,829.0,0.0,0.0
1998-10-28,9451.0,2412.0,-16427.0,-3938.0,-139.0,-3736.0,-8555.0,0.0,0.0,778.0,0.0,0.0
1998-10-29,9601.0,2507.0,-16616.0,-3951.0,-130.0,-3871.0,-8604.0,0.0,0.0,667.0,0.0,0.0
1998-10-30,8762.0,3065.0,-16457.0,-3636.0,-185.0,-3835.0,-8741.0,0.0,0.0,769.0,0.0,0.0
1998-10-31,7670.0,3906.0,-16258.0,-3353.0,-291.0,-3738.0,-8816.0,0.0,0.0,756.0,0.0,0.0
1998-11-02,6861.0,4818.0,-16562.0,-3272.0,-611.0,-3636.0,-8984.0,0.0,0.0,673.0,0.0,0.0
1998-11-03,6200.0,5737.0,-16699.0,-3010.0,-714.0,-3730.0,-9185.0,0.0,0.0,632.0,0.0,0.0
1998-11-04,6418.0,5887.0,-17614.0,-3213.0,-1402.0,-3686.0,-9253.0,0.0,0.0,686.0,0.0,0.0
1998-11-05,5952.0,6767.0,-17931.0,-3356.0,-1363.0,-3789.0,-9362.0,0.0,0.0,628.0,0.0,0.0
1998-11-06,6353.0,7046.0,-18563.0,-3379.0,-1348.0,-4184.0,-9590.0,0.0,0.0,600.0,0.0,0.0
1998-11-07,6639.0,6762.0,-18588.0,-3346.0,-1397.0,-4139.0,-9645.0,0.0,0.0,611.0,0.0,0.0
1998-11-09,6810.0,6766.0,-18670.0,-3569.0,-1260.0,-3930.0,-9850.0,0.0,0.0,519.0,0.0,0.0
1998-11-10,6965.0,6337.0,-18475.0,-3699.0,-1168.0,-3608.0,-9938.0,0.0,0.0,553.0,0.0,0.0
1998-11-11,7021.0,6205.0,-18450.0,-3776.0,-1162.0,-3414.0,-10036.0,0.0,0.0,534.0,0.0,0.0
1998-11-12,7186.0,6276.0,-18727.0,-3869.0,-1151.0,-3554.0,-10091.0,0.0,0.0,516.0,0.0,0.0
1998-11-13,7400.0,6161.0,-18778.0,-3822.0,-1148.0,-3617.0,-10130.0,0.0,0.0,459.0,0.0,0.0
1998-11-14,7542.0,6088.0,-18823.0,-3826.0,-1178.0,-3648.0,-10109.0,0.0,0.0,476.0,0.0,0.0
1998-11-16,7819.0,6149.0,-19170.0,-3835.0,-1217.0,-3889.0,-10166.0,0.0,0.0,515.0,0.0,0.0
1998-11-17,7740.0,6610.0,-19442.0,-3694.0,-1234.0,-4156.0,-10294.0,0.0,0.0,480.0,0.0,0.0
1998-11-18,8282.0,6874.0,-20251.0,-3671.0,-1541.0,-4545.0,-10430.0,0.0,0.0,488.0,0.0,0.0
1998-11-19,8086.0,7136.0,-20407.0,-3264.0,-1623.0,-4656.0,-10799.0,0.0,0.0,498.0,0.0,0.0
1998-11-20,6586.0,8449.0,-20412.0,-1556.0,-2007.0,-5429.0,-11354.0,0.0,0.0,549.0,0.0,0.0
1998-11-21,6441.0,8554.0,-20475.0,-1360.0,-2117.0,-5473.0,-11458.0,0.0,0.0,603.0,0.0,0.0
1998-11-23,6475.0,8848.0,-20843.0,-1465.0,-2158.0,-5584.0,-11567.0,0.0,0.0,641.0,0.0,0.0
1998-11-24,6279.0,9407.0,-21105.0,-1082.0,-2316.0,-5961.0,-11677.0,0.0,0.0,590.0,0.0,0.0
1998-11-26,6673.0,9731.0,-21763.0,-1685.0,-2348.0,-5897.0,-11764.0,0.0,0.0,555.0,0.0,0.0
1998-11-27,6868.0,9738.0,-21992.0,-1577.0,-2540.0,-5986.0,-11819.0,0.0,0.0,590.0,0.0,0.0
1998-11-28,6921.0,9541.0,-21901.0,-1454.0,-2589.0,-5905.0,-11882.0,0.0,0.0,707.0,0.0,0.0
1998-11-30,7055.0,9610.0,-22081.0,-1505.0,-2538.0,-5955.0,-12013.0,0.0,0.0,743.0,0.0,0.0
1998-12-01,7780.0,9240.0,-22391.0,-1696.0,-2453.0,-6108.0,-12064.0,0.0,0.0,747.0,0.0,0.0
1998-12-02,7910.0,9263.0,-22528.0,-1741.0,-2416.0,-6192.0,-12109.0,0.0,0.0,776.0,0.0,0.0
1998-12-04,7694.0,9286.0,-22313.0,-1964.0,-2256.0,-5907.0,-12116.0,0.0,0.0,822.0,0.0,0.0
1998-12-05,6604.0,9523.0,-21679.0,-1656.0,-2027.0,-5784.0,-12143.0,0.0,0.0,1068.0,0.0,0.0
1998-12-07,6160.0,9829.0,-21603.0,-1653.0,-1548.0,-6043.0,-12289.0,0.0,0.0,1217.0,0.0,0.0
1998-12-08,5502.0,10736.0,-21844.0,-1771.0,-1511.0,-6185.0,-12307.0,0.0,0.0,1342.0,0.0,0.0
1998-12-09,5757.0,11020.0,-22505.0,-2080.0,-1609.0,-6392.0,-12353.0,0.0,0.0,1502.0,0.0,0.0
1998-12-10,6300.0,12068.0,-24048.0,-2669.0,-1801.0,-6866.0,-12639.0,0.0,0.0,1735.0,0.0,0.0
1998-12-11,8172.0,12026.0,-25419.0,-3371.0,-1910.0,-7316.0,-12748.0,0.0,0.0,1638.0,0.0,0.0
1998-12-14,11792.0,11536.0,-27303.0,-4085.0,-2156.0,-7955.0,-13032.0,0.0,0.0,1506.0,0.0,0.0
1998-12-15,14991.0,10907.0,-28506.0,-4499.0,-2442.0,-8222.0,-13266.0,0.0,0.0,1252.0,0.0,0.0
1998-12-16,14882.0,11456.0,-29048.0,-4530.0,-2681.0,-8167.0,-13592.0,0.0,0.0,1229.0,0.0,0.0
1998-12-17,13450.0,11432.0,-27955.0,-3632.0,-2756.0,-7709.0,-13780.0,0.0,0.0,1375.0,0.0,0.0
1998-12-18,13195.0,11562.0,-28012.0,-3257.0,-2878.0,-7840.0,-13958.0,0.0,0.0,1431.0,0.0,0.0
1998-12-21,13608.0,11561.0,-27938.0,-3191.0,-2865.0,-7628.0,-14176.0,0.0,0.0,1333.0,0.0,0.0
1998-12-22,11514.0,11996.0,-26300.0,-2705.0,-2398.0,-6827.0,-14292.0,0.0,0.0,1408.0,0.0,0.0
